Giorno,Passi,Sens1,Sens2,Sens3,Sens4,Sens5,Sens6,Sens7,Sens8
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
0,1,6,6,6,6,6,6 
